Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,savings_ratio,financial_priority,detailed_advice,optimal_saving  ,"optimal_saving,suitable_investment_type,suitable_equity_allocation"
4/1/2025 23:10,1,Retired production manager,3,15000,"300,000","Freelancing, Brand endorsements",pension,No,No,,"100,000",10 000,"150,000",No,35000,"90,000",57,2.3333333333333335,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Varnisher,3,1500000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,30000,"90,000",18000,"160,000",No,150000,80000,37,0.1,General Finance,Consult a financial advisor,,
19/12/2024 15:21:02,0,Sales Manager,2,150000,"250,000","Salary, Pension",pension,Yes,No,8000,"90,000",30000,140000,No,60000,"85,000",58,0.4,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Hotel Manager,5,60000,240 000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",16000,"150,000",No,45000,"90,000",59,0.75,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Senior project Manager,3,110000,900000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000",18 000,85 000,No,50000,"90,000",28,0.45454545454545453,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Complaints Dept. Clerk,5,200000,"240,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,15 000,80 000,No,30000,75000,52,0.15,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,senior graduate teacher,3,60000,190000,"Salary, Commission",pension,No,No,,"90,000",10 000,"150,000",No,40000,50 000,44,0.6666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Cleark (Government),3,60000,180000,"Salary, Investments, Self-owned business",pension,Yes,No,,"90,000","35,000",28 000 ,No,100000,60000,53,1.6666666666666667,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Make-Up Artist,5,160000,"260,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",13000,180 000,No,5000,"8,000",51,0.03125,General Finance,Consult a financial advisor,,
5/1/2025 0:09,0,Fashion Designer,1,40000,180 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,Yes,,"90,000",15000,160000,Yes,40000,50000,21,1,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,Sales Manager,2,80000,220 000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,"160,000",No,2000,"80,000",49,0.025,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Complaints Dept. Clerk,3,160000,350 000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",50 000,140 000,No,50000,"90,000",56,0.3125,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,University Lecturer,3,75000,220 000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10000,130000,No,50000,250000,54,0.6666666666666666,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,0,mason,2,150000,"65,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",12 000,"160,000",No,75000,50 000,57,0.5,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,3,120000,"200,000","Salary, Investments, Self-owned business",,Yes,No,,"90,000",10 000,140 000,No,47000,"85,000",24,0.39166666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Diagnostic Technician,4,65000,"250,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,"90,000",100000,"80,000",No,55000,250000,52,0.8461538461538461,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Stagehand,3,170000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",15000,"150,000",No,55000,250000,23,0.3235294117647059,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Production Manager,4,140000,500 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10000,"150,000",No,25000,90 000,55,0.17857142857142858,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Secretary,3,160000,200000,"Salary, Pension",pension,No,No,,"90,000",28 000,140 000,No,50000,"50,000",34,0.3125,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,Technical officer,3,300000,400000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",20000,180000,No,200000,"85,000",24,0.6666666666666666,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Supervisor,2,110000,140000,"Freelancing, Brand endorsements",,Yes,No,,"90,000","25,000",80 000,No,60000,"80,000",26,0.5454545454545454,General Finance,Consult a financial advisor,,
4/1/2025 23:53,1,HR Manager,4,150000,"240,000","Salary, Pension",pension,Yes,No,8000,"90,000",20000,"140,000",No,50000,85000,55,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,contract construction worker,4,60000,430000,"Salary, Pension",,Yes,No,,"90,000","12,000",140000,No,5000,60 000,47,0.083333333,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,Housewife,4,150000,220 000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",12000,"140,000",No,5000,80000,28,0.033333333,General Finance,Consult a financial advisor,,
14/12/2024 15:28:00,1,Cashier,2,180000,675000,"Freelancing, Brand endorsements",pension,No,No,,"20,000",15000,"200,000",No,500000,"80,000",21,2.7777777777777777,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,Retired,5,200000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",30 000,"80,000",No,45000,"60,000",52,0.225,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,merchandiser,2,120000,230000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10000,"220,000",No,47000,70 000,43,0.39166666666666666,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,1,,2,140000,"130,000","Salary, Investments, Rental income",pension,Yes,No,,"90,000","15,000",160000,No,45000,"70,000",45,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Senior civil Engineer,4,170000,65 000,Salary,pension,Yes,No,,"90,000",50 000,"150,000",No,50000,40 000,22,0.29411764705882354,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Supervisor,4,140000,250000,"Salary, Self-owned business",,Yes,No,,"90,000",12000,85 000,No,40000,"25,000",55,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,0,merchandiser,2,150000,100 000,"Salary, Commission, Investments",,No,No,,"90,000",18000,"160,000",No,300000,150000,48,2,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,,2,150000,"220,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,70 000,No,150000,"90,000",31,1,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,1,Window Dresser,3,1500000,370000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",12000,190000,No,35000,65000,21,0.023333333333333334,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,senior chemist,4,130000,130 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,225000,No,40000,65000,57,0.3076923076923077,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,small grocery shop,2,170000,"180,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",18000,"180,000",No,50000,"75,000",48,0.29411764705882354,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,Window Dresser,2,160000,220 000,"Salary, Investments, Commission",pension,Yes,No,,"90,000","12,000",90 000,No,5000,"90,000",25,0.03125,General Finance,Consult a financial advisor,,
30/12/2024 13:03:19,1,Stagehand,4,160000,150 000,"Salary, Investments, Self-owned business",,Yes,No,,"90,000",15 000,80000,No,65000,200 000,53,0.40625,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,1,Mechatronics Technician,2,140000,"260,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,70 000,No,50000,"90,000",46,0.35714285714285715,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,,5,110000,"35,000","Salary, Investments, Rental income",,Yes,No,,"90,000",10 000,140 000,No,5000,"90,000",28,0.045454545454545456,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Junior Sales Representative,2,600000,160 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,8000,"90,000",13000,"160,000",No,50000,"60,000",58,0.083333333,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Doctor,3,180000,"260,000",Salary,pension,Yes,No,,,70000,200000,No,180000,"85,000",32,1,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,,3,200000,260000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,"160,000",No,60000,70 000,35,0.3,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,,4,150000,"40,000","Salary, Investments, Freelancing",pension,Yes,No,8000,"90,000","25,000",90 000,No,5000,300000,42,0.033333333,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Senior civil Engineer,5,15000,240 000,"Salary, Investments, Rental income",pension,Yes,No,,"90,000",10 000,130000,No,180000,"25,000",30,12,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Compliance Specialist,3,250000,"350,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",5000,"150,000",No,47000,70 000,55,0.188,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,Environment specialist,2,160000,430000,"Freelancing, Brand endorsements",pension,Yes,No,,,14000,"80,000",No,5000,75000,39,0.03125,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,HR Manager,2,270000,230000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",10 000,180 000,No,60000,"75,000",54,0.2222222222222222,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Mechatronics Technician,2,170000,"200,000","Salary, Pension",,Yes,No,,"90,000",10000,190000,Yes,60000,80 000,29,0.35294117647058826,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Deputy General Manager (Construction),4,125000,230000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","40,000",160000,No,70000,"80,000",45,0.56,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,small grocery shop,2,15000,"40,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,No,,"90,000","12,000",140000,No,5000,"85,000",26,0.3333333333333333,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,,4,140000,"40,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000","10,000",140 000,No,65000,"25,000",59,0.4642857142857143,General Finance,Consult a financial advisor,,
29/12/2024 17:00:56,1,Mechanical Engineer,2,130000,450000,"Investments (fixed deposits, stocks etc), Salary",Freelance design work,Yes,No,,"90,000",10 000,200000,No,35000,"30,000",31,0.2692307692307692,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,mason,3,1500000,140 000,"Salary, Pension",pension,No,No,,"90,000",10 000,85 000,yes,47000,200 000,32,0.031333333,General Finance,Consult a financial advisor,,
14/12/2024 15:10:38,1,Electrical Engineering Tech,2,140000,150000,"Salary, Pension",pension,Yes,No,,,50000,170000,No,5000,65000,54,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,1,Cleark (Government),2,15000,30000,"Salary, Investments",pension,Yes,No,8000,"90,000",12 000,180000,No,60000,60000,52,4,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Director engineering,5,75000,"400,000","Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",20000,90000,No,40000,"75,000",36,0.5333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,,5,180000,"40,000","Salary, Investments, Rental income",pension,Yes,Yes,,"90,000",25 000,180 000,No,500000,"70,000",23,2.7777777777777777,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Stagehand,3,250000,1300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"22,000",75000,No,300000,65 000,34,1.2,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Designer,3,160000,"150,000","Salary, Investments",pension,Yes,No,,"90,000","12,000","140,000",No,180000,170000,56,1.125,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,0,,3,120000,"260,000",Freelancing,pension,Yes,No,,"90,000",10 000,240000,No,0,"90,000",37,0,General Finance,Consult a financial advisor,,
10/1/2025 19:40,0,Process Engineer,3,1500000,500000,"Freelancing, Brand endorsements",,Yes,No,,"90,000","35,000","140,000",No,50000,200000,29,0.033333333,General Finance,Consult a financial advisor,,
13/12/2024 15:36:17,1,Supervisor,2,120000,150 000,"Salary, Investments, Self-owned business",,Yes,No,,,5000,"180,000",No,35000,300000,54,0.2916666666666667,General Finance,Consult a financial advisor,,
29/12/2024 17:15:36,1,Compliance Specialist,2,55000,"200,000","Salary, Self-owned business",pension,Yes,Yes,,"90,000",40 000 ,85000,No,50000,80 000,47,0.9090909090909091,General Finance,Consult a financial advisor,,
19/12/2024 15:00:58,0,Deputy Shop Manager,3,120000,"140,000","Salary, Self-owned business",,Yes,No,,"90,000",20000,75000,No,40000,"20,000",48,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,senior chemist,5,160000,200 000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,"180,000",No,35000,20000,30,0.21875,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,Design Engineer,2,200000,"220,000","Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,"18,000",130 000,No,15000,40 000,25,0.075,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,Personal Manager,3,110000,200 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",10 000,180 000,No,50000,80000,51,0.45454545454545453,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,,4,110000,"240,000","Salary, Commission, Investments",pension,Yes,No,,"90,000",10 000,180 000,No,60000,"90,000",35,0.5454545454545454,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,1,Draftsperson,2,180000,240 000,"Salary, Pension",,Yes,No,8000,"90,000",13000,110000,No,400000,"85,000",33,2.2222222222222223,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,Model,4,110000,80 000,"Freelancing, Brand endorsements",,Yes,No,,"90,000",10 000,160000,No,5000,50000,26,0.045454545454545456,General Finance,Consult a financial advisor,,
27/12/2024 20:51:36,0,retail store,4,15000,"40,000","Salary, Pension",,Yes,No,,"90,000",13000,150 000,No,500000,90 000,35,33.333333333333336,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Electrical Engineering Tech,3,140000,750000,"Salary, Pension",pension,Yes,No,8000,"90,000",100000,85 000,No,60000,"90,000",27,0.42857142857142855,General Finance,Consult a financial advisor,,
,0,E-Commerce Specialist,1,80000,80 000,Salary,,No,Yes,15 000,40 000,,,No,20000,35 000,38,0.25,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Stock Broker,2,1500000,180 000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",16000,130000,No,60000,"85,000",57,0.04,General Finance,Consult a financial advisor,,
4/1/2025 23:10,0,Sales Manager,4,600000,240000,"Salary, Investments, Self-owned business",,Yes,No,,35 000,40 000 ,"60,000",No,40000,25000,45,0.066666667,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Civil Engineer,4,130000,220 000,Salary,,No,Yes,,"90,000",25 000,140000,No,5000,"60,000",48,0.038461538461538464,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,1,Store keeper,2,120000,200000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",14000,"130,000",No,45000,"85,000",46,0.375,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,,4,150000,240000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,"90,000",13000,150000,No,0,75000,28,0,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,storekeeper,6,160000,170000,"Salary, Commission, Investments",pension,Yes,No,,"90,000",15000,120 000,yes,45000,80 000,49,0.28125,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Expert Shop Assistant,2,140000,"40,000","Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000","12,000","150,000",No,20000,300000,39,0.14285714285714285,General Finance,Consult a financial advisor,,
4/1/2025 22:30,1,Senior civil Engineer,4,140000,160000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,28 000,"18,000",130000,No,5000,65000,55,0.035714286,General Finance,Consult a financial advisor,,
30/12/2024 12:34:46,0,senior chemist,2,150000,"250,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10000,90000,No,50000,"90,000",55,0.3333333333333333,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Deputy Shop Manager,4,130000,1800000,"Salary, Commission, Investments",,Yes,No,,28 000,16000,170000,Yes,15000,"25,000",49,0.11538461538461539,General Finance,Consult a financial advisor,,
27/12/2024 20:41:59,0,Senior civil Engineer,2,400000,160000,"Salary, Investments, Rental income",Vehicle bonuses,No,Yes,,"90,000",15 000,90 000,No,45000,170000,36,0.1125,General Finance,Consult a financial advisor,,
13/12/2024 14:50:22,1,Deputy General Manager (Construction),2,70000,"50,000","Salary, Pension",,No,No,,"90,000",18 000,"90,000",No,150000,50000,24,2.142857142857143,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,1,trainee merchandiser,2,130000,"140,000","Salary, Commission, Investments",pension,Yes,No,,"90,000",10000,190000,No,45000,"8,000",55,0.34615384615384615,General Finance,Consult a financial advisor,,
30/12/2024 12:59:20,0,none,3,150000,"350,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000","12,000","130,000",No,55000,"75,000",56,0.36666666666666664,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,assistant ,3,140000,"200,000",Salary,,No,No,,"90,000",10 000,"160,000",No,47000,"85,000",41,0.3357142857142857,General Finance,Consult a financial advisor,,
29/12/2024 17:12:56,1,none,5,150000,200000,"Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,"130,000",No,40000,90 000,23,0.26666666666666666,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Doctor,2,180000,170000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,150 000,No,5000,"20,000",29,0.027777777777777776,General Finance,Consult a financial advisor,,
30/12/2024 12:18:32,1,,2,150000,170 000,"Freelancing, Brand endorsements",,No,No,,"90,000",10000,"220,000",No,5000,250000,54,0.033333333,General Finance,Consult a financial advisor,,
4/1/2025 22:47,1,Window Dresser,5,150000,"160,000","Salary, Investments, Self-owned business",,Yes,No,6 000,,28 000,90 000,No,50000,40 000,35,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,0,unemployed,3,160000,"65,000","Salary, Pension",Crop sales,Yes,No,,"90,000",10 000,"150,000",No,50000,30 000,57,0.3125,General Finance,Consult a financial advisor,,
10/1/2025 19:48,0,Senior insurance Executive,4,170000,"130,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",15 000,140000,Yes,5000,20000,32,0.029411764705882353,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,1,Supervisor,3,150000,"400,000",Freelancing,pension,No,No,,"90,000",30000,85 000,No,65000,65 000,30,0.43333333333333335,General Finance,Consult a financial advisor,,
13/12/2024 14:38:32,0,Senior insurance Executive,4,150000,520000,"Salary, Business profits",pension,Yes,No,,25 000,"12,000","180,000",No,55000,"75,000",40,0.36666666666666664,General Finance,Consult a financial advisor,,
,0,Customer Rel. Manager,4,120000,220 000,"Salary, Commission",Client retention,Yes,No,,,28 000,130 000,No,50000,80 000,37,0.4166666666666667,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,E-Commerce Manager,4,120000,170 000,"Salary, Commission",pension,Yes,No,,"90,000",12 000,150 000,No,150000,"60,000",40,1.25,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,0,Technologist,4,160000,150 000,"Salary, Pension",,Yes,No,,"90,000",12000,120 000,No,35000,"40,000",42,0.21875,General Finance,Consult a financial advisor,,
4/1/2025 23:53,0,Tyre Fitter,3,140000,110000,"Investments (fixed deposits, stocks etc), Salary",,Yes,No,,"90,000",30 000,150000,Yes,140000,"250,000",35,1,General Finance,Consult a financial advisor,,
10/1/2025 19:52,1,Deputy General Manager (Construction),1,150000,210000,"Salary, Pension",,Yes,Yes,,,12 000,160000,No,45000,20000,55,0.3,General Finance,Consult a financial advisor,,
27/12/2024 20:57:38,0,Workshop manager,2,180000,"180,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,8000,"90,000",10 000,180000,No,55000,"15,000",46,0.3055555555555556,General Finance,Consult a financial advisor,,
13/12/2024 15:15:42,0,Expert Shop Assistant,4,70000,200000,"Freelancing, Brand endorsements",Event performances,Yes,No,,"90,000",16000,"200,000",yes,20000,70000,22,0.2857142857142857,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,1,assistant ,4,110000,350 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",35000,"200,000",No,60000,"90,000",39,0.5454545454545454,General Finance,Consult a financial advisor,,
30/12/2024 12:26:16,0,Chairman ((Government),3,1500000,650000,"Freelancing, Brand endorsements",pension,No,No,,"90,000","40,000",90000,Yes,120000,35 000,36,0.08,General Finance,Consult a financial advisor,,
10/1/2025 19:43,1,trainee merchandiser,4,120000,180 000,"Salary, Pension",pension,Yes,No,,"90,000",16000,160000,No,70000,180000,56,0.5833333333333334,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,University Lecturer,4,160000,120000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000","35,000",180 000,No,30000,"50,000",34,0.1875,General Finance,Consult a financial advisor,,
4/1/2025 23:46,0,Technical officer,2,140000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,,"12,000",150000,No,140000,50000,58,1,General Finance,Consult a financial advisor,,
30/12/2024 12:37:56,0,Tyre Fitter,2,250000,"250,000","Investments (fixed deposits, stocks etc), Salary",pension,Yes,No,,"90,000",10 000,190000,No,5000,90 000,43,0.02,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Design Engineer,2,150000,180 000,"Salary, Pension",pension,Yes,No,8000,"90,000",16000,85 000,No,60000,"8,000",24,0.4,General Finance,Consult a financial advisor,,
10/1/2025 20:14,1,Workshop manager,5,140000,280000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,10000,170000,Yes,60000,75000,30,0.42857142857142855,General Finance,Consult a financial advisor,,
4/1/2025 22:47,1,General manager,2,140000,210000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,No,,,100000,"140,000",No,45000,"8,000",50,0.32142857142857145,General Finance,Consult a financial advisor,,
30/12/2024 12:44:07,1,Hotel Manager,3,160000,240 000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,No,8000,"90,000",110000,190000,No,5000,"75,000",52,0.03125,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,Designer,4,120000,"450,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",18 000,180 000,No,400000,"8,000",56,3.3333333333333335,General Finance,Consult a financial advisor,,
30/12/2024 12:48:25,0,,2,140000,110000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,No,,"90,000",10000,120000,No,40000,70000,38,0.2857142857142857,General Finance,Consult a financial advisor,,
4/1/2025 23:06,0,Compliance Specialist,4,250000,230000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,"90,000",9000,120 000,No,45000,30 000,43,0.18,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,,3,140000,500000,"Salary, Commission",pension,Yes,No,,"90,000",10000,"130,000",No,50000,"30,000",46,0.35714285714285715,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,storekeeper,2,140000,"160,000","Salary, Freelancing",pension,Yes,No,,"90,000",12000,"180,000",No,45000,65000,57,0.32142857142857145,General Finance,Consult a financial advisor,,
4/1/2025 23:46,0,Civil Engineer,2,1500000,"45,000","Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,,18000,90 000,No,45000,500000,55,0.03,General Finance,Consult a financial advisor,,
4/1/2025 23:39,0,Civil Engineer,3,130000,200000,"Salary, Commission",,No,No,15000,,10 000,180 000,No,35000,"70,000",51,0.2692307692307692,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,0,mason,4,160000,220 000,"Salary, Pension",,Yes,No,,"90,000",110000,80 000,No,500000,80000,46,3.125,General Finance,Consult a financial advisor,,
27/12/2024 20:54:54,1,Secretary,3,200000,"250,000","Freelancing, Brand endorsements",pension,Yes,No,,"90,000",10 000,190000,No,70000,400000,57,0.35,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Retired production manager,3,120000,160000,"Salary, Pension",pension,Yes,Yes,,"90,000",13000,"160,000",No,55000,25 000,53,0.4583333333333333,General Finance,Consult a financial advisor,,
10/1/2025 19:40,1,retail store,4,170000,"140,000","Salary, Freelancing",,Yes,No,,"90,000",22 000,70000,No,35000,65 000,57,0.20588235294117646,General Finance,Consult a financial advisor,,
4/1/2025 23:10,1,Workshop manager,2,280000,270000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,No,,40 000,"18,000",180 000,No,20000,120 000,27,0.071428571,General Finance,Consult a financial advisor,,
4/1/2025 22:30,0,contract construction worker,4,150000,"350,000","Salary, Self-owned business",,No,No,,40 000,12000,"180,000",No,50000,70 000,38,0.3333333333333333,General Finance,Consult a financial advisor,,
30/12/2024 12:30:37,1,Lighting Technician,2,130000,210000,"Salary, Investments, Self-owned business",Private tution ,Yes,No,,"90,000","35,000",130 000,No,5000,40 000,51,0.038461538461538464,General Finance,Consult a financial advisor,,
