Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,Advice 1,Advice 2,Advice 3
29/12/2024 17:00,1,Maintenance Engineer,4,140000,170000,"Freelancing, Brand endorsements",pension,Yes,no,,,21000.0,123000.0,No,26000,"90,000",58,15.29411765,General Finance,Consult a financial advisor,,0.180555556,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,"Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
13/12/2024 14:40,1,mason,3,130000,140000,Salary,,Yes,no,,,15500.0,116500.0,No,8000,40000,32,5.714285714,General Finance,Consult a financial advisor,,0.060606061,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:59,1,Electrical Engineering Tech,3,60000,170000,"Salary, Commission, Investments",,Yes,no,,,24500.0,140500.0,No,5000,85000,54,2.941176471,General Finance,Consult a financial advisor,,0.03030303,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Start an emergency fund. Aim for 5–6 months of expenses (even LKR 80,000 can prevent borrowing during crises).","Avoid seettu (rotating savings group). If desperate, try with a trusted group",Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.
10/01/2025 19:54,1,Compliance Specialist,3,140000,150000,"Salary, Pension",pension,Yes,no,,,26000.0,102000.0,No,22000,50000,42,14.66666667,General Finance,Consult a financial advisor,,0.171875,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
27/12/2024 20:51,0,,3,150000,520000,"Salary, Investments, Rental income",pension,Yes,no,,,92000.0,215000.0,No,213000,"90,000",46,40.96153846,General Finance,Consult a financial advisor,,0.693811075,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,"Avoid risky investments and save instead (e.g., stock market due to volatility).","Diversify into Treasury Bonds (low risk, tax-free returns)."
27/12/2024 20:51,0,unemployed,2,65000,140000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,32000.0,54500.0,No,53500,70000,32,38.21428571,General Finance,Consult a financial advisor,,0.61849711,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
04/01/2025 23:06,1,Stock Broker,5,110000,120000,Salary,,Yes,no,,,15500.0,94000.0,No,10500,500000,33,8.75,General Finance,Consult a financial advisor,,0.095890411,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 13:03,1,Warehouse Manager,5,140000,210000,"Salary, ",pension,No,no,,,41000.0,134000.0,Noo,35000,80000,52,16.66666667,General Finance,Consult a financial advisor,,0.2,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
27/12/2024 20:51,0,,3,130000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,36500.0,101500.0,No,12000,30000,20,8.0,General Finance,Consult a financial advisor,,0.086956522,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1–3 months of expenses (even LKR 50,000 can prevent borrowing during crises).","Repair, don’t replace: Fix appliances/clothing instead of buying new ones."
30/12/2024 12:26,1,Lawer,2,300000,300000,"Salary, Investments, Self-owned business",pension,Yes,no,,,57000.0,216000.0,No,27000,40000,43,9.0,General Finance,Consult a financial advisor,,0.098901099,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
19/12/2024 14:53,1,Planning Engineer,4,130000,150000,"Salary, Pension",pension,Yes,no,,,18000.0,129000.0,No,3000,150000,47,2.0,General Finance,Consult a financial advisor,,0.020408163,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Start an emergency fund. Aim for 5–6 months of expenses (even LKR 80,000 can prevent borrowing during crises).","Avoid seettu (rotating savings group). If desperate, try with a trusted group",Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.
04/01/2025 23:06,1,Sales executive,2,140000,430000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,92000.0,151000.0,No,187000,500000,32,43.48837209,General Finance,Consult a financial advisor,,0.769547325,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
25/12/2024 14:22,1,Store keeper,3,90000,140000,Salary,,Yes,no,,,39500.0,96500.0,No,4000,25000,34,2.857142857,General Finance,Consult a financial advisor,,0.029411765,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
30/12/2024 13:03,1,General manager,2,150000,190000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,44000.0,88500.0,No,57500,20000,48,30.26315789,General Finance,Consult a financial advisor,,0.433962264,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
04/01/2025 23:39,1,Car Salesman,3,140000,140000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,18000.0,117000.0,No,5000,300 000,23,3.571428571,General Finance,Consult a financial advisor,,0.037037037,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1-3 months of expenses (even LKR 30,000 can prevent borrowing during crises).","Leverage Community Support: NGOs often provide free meals, school supplies, or medical camps."
04/01/2025 23:06,1,Store keeper,2,150000,180000,"Salary, Pension",Vehicle bonuses,Yes,no,,,16500.0,144500.0,No,19000,80 000,45,10.55555556,General Finance,Consult a financial advisor,,0.118012422,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:44,1,Doctor,4,15000,180000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,,37500.0,117500.0,No,25000,60 000,27,13.88888889,General Finance,Consult a financial advisor,,0.161290323,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 23:46,1,Fashion Designer,5,85000,160000,"Freelancing, Brand endorsements",,Yes,no,,,36500.0,100000.0,No,23500,"30,000",20,14.6875,General Finance,Consult a financial advisor,,0.172161172,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
29/12/2024 17:12,1,E-Commerce Specialist,2,140000,260000,"Salary, Investments, Rental income",,Yes,no,,,23000.0,220000.0,No,17000,30 000,41,6.538461538,General Finance,Consult a financial advisor,,0.069958848,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:30,1,Senior insurance Executive,6,170000,170000,"Salary, Investments, Rental income",pension,Yes,no,,,21000.0,122000.0,No,27000,500000,30,15.88235294,General Finance,Consult a financial advisor,,0.188811189,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
05/01/2025 00:09,1,E-Commerce Specialist,2,130000,240000,"Salary, Pension",,Yes,no,,,70000.0,152000.0,no,18000,"70,000",28,7.5,General Finance,Consult a financial advisor,,0.081081081,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for marriage, children, or housing.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 22:47,1,Expert Shop Assistant,4,160000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,32000.0,122500.0,No,5500,40 000,39,3.4375,General Finance,Consult a financial advisor,,0.035598706,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
27/12/2024 20:57,1,University Lecturer,3,160000,260000,"Freelancing, Brand endorsements",pension,Yes,no,,,43000.0,149000.0,Yes.i  Want to save more,68000,40000,30,26.15384615,General Finance,Consult a financial advisor,,0.354166667,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
30/12/2024 12:37,1,Sound Engineer,3,180000,1300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,186000.0,165500.0,No,948500,60000,53,72.96153846,General Finance,Consult a financial advisor,,2.698435277,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:34,1,University Lecturer,2,200000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,34000.0,69000.0,No,97000,20000,32,48.5,General Finance,Consult a financial advisor,,0.941747573,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
29/12/2024 17:15,1,merchandiser,3,130000,150000,"Salary, Investments, Rental income",,Yes,no,,,18000.0,106500.0,No,25500,50000,48,17.0,General Finance,Consult a financial advisor,,0.204819277,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Free public healthcare: Use government clinics to avoid private hospital costs.,Start an emergency fund (aim for 1–4 months of expenses),Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.
30/12/2024 12:18,1,Model,2,180000,300000,"Salary, Investments",pension,Yes,no,,,79000.0,217000.0,No,4000,280 000,49,1.333333333,General Finance,Consult a financial advisor,,0.013513514,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Start an emergency fund. Aim for 5–6 months of expenses (even LKR 80,000 can prevent borrowing during crises).","Avoid seettu (rotating savings group). If desperate, try with a trusted group",Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.
27/12/2024 20:51,1,Machine Operator,4,150000,900000,"Freelancing, Brand endorsements",pension,Yes,no,,,107000.0,242000.0,No,551000,"60,000",20,61.22222222,General Finance,Consult a financial advisor,,1.578796562,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",Avoid luxury spending: Resist splurging on cars/ clothing,Automate savings to avoid lifestyle inflation.,Avoid impulsive spending on gadgets; prioritize small emergency funds.
04/01/2025 22:47,1,Technologist,3,1500000,1660000,"Salary, Investments, Rental income",pension,No,no,,,282000.0,311500.0,No,1066500,20000,51,64.24698795,General Finance,Consult a financial advisor,,1.796967144,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
13/12/2024 14:50,1,retail store,5,130000,180000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,16500.0,155000.0,No,8500,"90,000",58,4.722222222,General Finance,Consult a financial advisor,,0.049562682,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Stay active to reduce healthcare costs.,Free public healthcare: Use government clinics to avoid private hospital costs.,Save in senior citizen FDs for higher interest rates.
04/01/2025 23:06,1,Lawer,5,80000,370000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,64000.0,266500.0,No,39500,280 000,28,10.67567568,General Finance,Consult a financial advisor,,0.119515885,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
05/01/2025 00:09,1,Tyre Fitter,6,400000,400000,"Salary, Investments, Freelancing",Wedding photography,Yes,no,,,99000.0,288500.0,No,12500,30000,41,3.125,General Finance,Consult a financial advisor,,0.032258065,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:48,1,Stock Broker,4,270000,470000,"Salary, Investments, Rental income",,Yes,no,,,65000.0,239500.0,No,165500,"70,000",52,35.21276596,General Finance,Consult a financial advisor,,0.543513957,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
27/12/2024 20:51,0,,2,125000,125000,"Salary, Investments, Freelancing",pension,Yes,no,,,29500.0,68500.0,No,27000,"90,000",43,21.6,General Finance,Consult a financial advisor,,0.275510204,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
04/01/2025 22:30,1,Workshop manager,4,75000,120000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,11000.0,100500.0,No,8500,50 000,44,7.083333333,General Finance,Consult a financial advisor,,0.076233184,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces.",Avoid high-interest debt/ loan sharks (common in informal lending).,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
19/12/2024 14:53,1,Warehouse Manager,2,150000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,55000.0,65500.0,Yes,69500,280 000,26,36.57894737,General Finance,Consult a financial advisor,,0.576763485,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",Grow emergency savings (3–6 months of expenses).,Buy discounted items as much as possible,Avoid impulsive spending on gadgets; prioritize small emergency funds.
30/12/2024 12:34,1,University Lecturer,3,200000,380000,"Freelancing, Brand endorsements",pension,Yes,no,,,59000.0,216500.0,No,104500,"40,000",34,27.5,General Finance,Consult a financial advisor,,0.379310345,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
10/01/2025 20:14,1,Chemical Lab Technician,4,70000,150000,"Salary, Freelancing",,Yes,no,,,30000.0,81500.0,No,38500,60 000,57,25.66666667,General Finance,Consult a financial advisor,,0.34529148,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Free public healthcare: Use government clinics to avoid private hospital costs.
,1,Photographer,2,200000,320000,"Salary, Business profits",,No,no,,,45000.0,93000.0,Yes,182000,170000,35,56.875,General Finance,Consult a financial advisor,,1.31884058,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
30/12/2024 12:23,1,Hotel Manager,2,170000,220000,"Freelancing, Brand endorsements",pension,Yes,no,,,71000.0,83500.0,No,65500,75000,47,29.77272727,General Finance,Consult a financial advisor,,0.42394822,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Boost retirement contributions,Open a low-risk fixed deposit (common in Sri Lankan banks like NSB or commercial banks).,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:37,1,E-Commerce Specialist,3,85000,150000,"Salary, Commission, Investments",,Yes,no,,,20000.0,115500.0,yes,14500,65 000,20,9.666666667,General Finance,Consult a financial advisor,,0.10701107,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1–3 months of expenses (even LKR 50,000 can prevent borrowing during crises).","Repair, don’t replace: Fix appliances/clothing instead of buying new ones."
30/12/2024 12:44,1,senior chemist,1,180000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,yes,15000.0,64500.0,,,No,100500,"8,000",25,55.83333333,General Finance,Consult a financial advisor,,1.264150943,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for a degree/ masters (coding, freelancing courses) to boost income long-term.",Avoid impulsive spending on gadgets; prioritize small emergency funds.,"Invest in short-term fixed deposits (e.g., HNB or Seylan Bank)."
13/12/2024 14:38,1,Stagehand,3,200000,360000,Salary,,Yes,no,,,74000.0,124000.0,Yes,162000,35 000,48,45.0,General Finance,Consult a financial advisor,,0.818181818,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Boost retirement contributions,"Avoid risky investments and save instead (e.g., stock market due to volatility)."
27/12/2024 20:54,1,Window Dresser,3,140000,190000,"Salary, Investments, Self-owned business",pension,Yes,no,,,15000.0,132500.0,No,42500,"90,000",35,22.36842105,General Finance,Consult a financial advisor,,0.288135593,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:59,1,Warehouse Manager,4,15000,200000,"Salary, Investments, Rental income",pension,Yes,no,,,18000.0,151500.0,No,30500,"250,000",57,15.25,General Finance,Consult a financial advisor,,0.179941003,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Shift savings to senior citizen savings schemes (e.g., NSB).",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Free public healthcare: Use government clinics to avoid private hospital costs.
30/12/2024 13:03,1,Store keeper,4,70000,120000,Salary,,No,no,,,16500.0,86500.0,Yes,17000,20000,21,14.16666667,General Finance,Consult a financial advisor,,0.165048544,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).",Start a retirement fund (EPF/ETF) early for compound growth.,"Monetize hobbies (e.g., crafting, tutoring) for extra income and save this income."
25/12/2024 14:22,1,E-Commerce Manager,5,1000000,1140000,Salary,,Yes,no,,,100000.0,349000.0,No,691000,40000,33,60.61403509,General Finance,Consult a financial advisor,,1.538975501,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
30/12/2024 12:44,1,Housewife,4,110000,190000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,15000.0,149000.0,No,26000,"75,000",37,13.68421053,General Finance,Consult a financial advisor,,0.158536585,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
29/12/2024 17:12,0,,2,50000,160000,"Salary, Investments, Self-owned business",,Yes,no,,,25000.0,78500.0,No,56500,65 000,54,35.3125,General Finance,Consult a financial advisor,,0.54589372,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Boost retirement contributions,Free public healthcare: Use government clinics to avoid private hospital costs.
13/12/2024 14:50,1,HR Manager,2,160000,200000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,17000.0,62000.0,No,121000,90 000,43,60.5,General Finance,Consult a financial advisor,,1.53164557,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Automate savings to avoid lifestyle inflation.,Allocate 20% to foreign currency FD (USD/EUR).
30/12/2024 12:44,1,Draftsman,4,15000,350000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,94000.0,170000.0,No,86000,"90,000",57,24.57142857,General Finance,Consult a financial advisor,,0.325757576,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save.",Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:44,1,Product Owner,3,130000,250000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,60000.0,154000.0,No,36000,90 000,39,14.4,General Finance,Consult a financial advisor,,0.168224299,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Repair, don’t replace: Fix appliances/clothing instead of buying new ones.",Save to prepay mortgages to reduce liabilities.
27/12/2024 20:57,1,IT Manager,4,160000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,47000.0,189500.0,Yes,3500,300 000,35,1.458333333,General Finance,Consult a financial advisor,,0.014799154,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",2–3 months a year to ban non-essential purchases.,Buy groceries in bulk with neighbours/friends and split costs—saves on unit price.,"Grow a home garden to reduce food costs or collect free seasonal produce (jackfruit, coconuts) from public spaces."
27/12/2024 20:51,1,lawyer,4,110000,190000,"Salary, Investments, Self-owned business",pension,Yes,no,,,37000.0,123000.0,No,30000,80000,44,15.78947368,General Finance,Consult a financial advisor,,0.1875,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Grow emergency savings (3–6 months of expenses).,Save to prepay mortgages to reduce liabilities.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:44,1,Store keeper,4,250000,250000,"Salary, Investments, Self-owned business",pension,Yes,no,,,65000.0,178000.0,No,7000,80 000,30,2.8,General Finance,Consult a financial advisor,,0.028806584,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Grow emergency savings (3–6 months of expenses).,Second-hand purchases: Buy refurbished phones/electronics on Kapruka or Facebook Marketplace.,"Save to build income diversity (side hustles, freelancing, or overseas jobs)."
30/12/2024 12:26,1,assistant ,4,125000,1800000,"Salary, Investments",pension,Yes,no,,,99000.0,330500.0,No,1370500,"75,000",37,76.13888889,General Finance,Consult a financial advisor,,3.190919674,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Automate savings to avoid lifestyle inflation.,"Avoid risky investments and save instead (e.g., stock market due to volatility).",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
30/12/2024 12:37,1,Business Development Manager,5,160000,220000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,24000.0,165000.0,No,31000,"85,000",34,14.09090909,General Finance,Consult a financial advisor,,0.164021164,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver","Save to build income diversity (side hustles, freelancing, or overseas jobs).",Avoid impulsive spending on gadgets; prioritize small emergency funds.,Buy discounted items as much as possible
30/12/2024 12:37,1,Deputy General Manager (Construction),4,65000,1300000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,175000.0,357000.0,No,768000,"70,000",35,59.07692308,General Finance,Consult a financial advisor,,1.443609023,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Automate savings to avoid lifestyle inflation.,Save to prepay mortgages to reduce liabilities.
04/01/2025 23:39,1,E-Commerce Specialist,2,160000,240000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",Studio projects,Yes,no,,,30000.0,106500.0,No,103500,"80,000",59,43.125,General Finance,Consult a financial advisor,,0.758241758,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.,Save and keep 1–2 years of expenses in cash/cash equivalents for emergencies.,"Downsize lifestyle (sell unused assets, reduce luxury expenses) and use low risk fd to save."
30/12/2024 12:30,1,Varnisher,3,170000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,19000.0,130000.0,No,71000,80 000,51,32.27272727,General Finance,Consult a financial advisor,,0.476510067,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",Boost retirement contributions,Open a low-risk fixed deposit (common in Sri Lankan banks like NSB or commercial banks).,Liquid savings: Keep 6 months’ expenses in a savings account for emergencies.
10/01/2025 19:40,1,assistant ,2,150000,900000,"Salary, Investments, Rental income",pension,Yes,no,,,95000.0,187500.0,No,617500,75000,37,68.61111111,General Finance,Consult a financial advisor,,2.185840708,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",Avoid Luxury spending: Resist splurging on cars/property without ROI.,Save and Set up a trust fund for children’s future.,"Diversify into Treasury Bonds (low risk, tax-free returns)."
10/01/2025 19:40,1,mason,4,40000,250000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,65000.0,181500.0,No,3500,40 000,24,1.4,General Finance,Consult a financial advisor,,0.014198783,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules","Save for short-term goals (e.g., education, relocation).","Start an emergency fund. Aim for 1-3 months of expenses (even LKR 30,000 can prevent borrowing during crises).","Leverage Community Support: NGOs often provide free meals, school supplies, or medical camps."
