Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,Do you have any issues in handling your income and expenses? If so please mention. ,How much do you save monthly?,How much do you want to save monthly ( could be different from what you actually save),Age,Savings_Ratio,financial_priority,detailed_advice,Unnamed: 21,Risk_proxy_returns,Investment type,unwanted_spending,basic_needs,WMI,FRF,DSE,CFH
04/01/2025 22:30,1,Tyre Fitter,3,140000,160000,Salary,pension,Yes,no,0.0,0.0,18000.0,83000.0,No,59000,25 000,28,36.875,General Finance,Consult a financial advisor,0.0,0.584158416,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",18000.0,83000.0,0.01634250366016993,0.4078815061853111,9.944906213418897e-06,34388.40219916813
30/12/2024 12:30,1,Insurance Manager,4,150000,250000,"Salary, Commission",pension,Yes,no,0.0,0.0,78000.0,103000.0,No,69000,"75,000",47,27.6,General Finance,Consult a financial advisor,0.0,0.38121547,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",78000.0,103000.0,0.007799614073474904,0.40814921269396287,5.621188989384922e-07,31486.147867679254
25/12/2024 14:22,1,mason,2,140000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,15000.0,142500.0,No,2500,15 000,57,1.5625,General Finance,Consult a financial advisor,0.0,0.015873016,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",15000.0,142500.0,0.001120725219890352,0.37048820671843874,3.825253339734066e-06,72.34939793371446
19/12/2024 15:11,1,senior graduate teacher,4,200000,200000,"Salary, Commission, Investments",,Yes,no,0.0,0.0,23000.0,108000.0,No,69000,60 000,45,34.5,General Finance,Consult a financial advisor,0.0,0.526717557,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",23000.0,108000.0,0.01078617947835447,0.4500551083680545,3.818771408306509e-06,52305.579455626874
30/12/2024 13:03,1,Senior civil Engineer,4,130000,450000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Corporate deals,No,no,0.0,0.0,61000.0,305000.0,Yes,84000,70 000,37,18.66666667,General Finance,Consult a financial advisor,0.0,0.229508197,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",61000.0,305000.0,0.011851226651870312,0.41453752819743334,1.1682211486782239e-06,33421.52568454672
30/12/2024 12:26,1,Environment specialist,4,125000,280000,Freelancing,pension,Yes,no,0.0,0.0,60000.0,126500.0,No,93500,50000,52,33.39285714,General Finance,Consult a financial advisor,0.0,0.501340483,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",60000.0,126500.0,0.014892167652433692,0.4788496692523376,6.146175721160647e-07,61286.203796601134
04/01/2025 22:47,1,assistant ,3,60000,200000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,42000.0,113000.0,No,45000,70 000,43,22.5,General Finance,Consult a financial advisor,0.0,0.290322581,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",42000.0,113000.0,0.02062023267183856,0.42337392312295835,1.948621397503119e-06,9802.227073897175
30/12/2024 12:30,1,Internal Auditor,3,130000,150000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,23000.0,99000.0,No,28000,"20,000",34,18.66666667,General Finance,Consult a financial advisor,0.0,0.229508197,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",23000.0,99000.0,0.00755597589523901,0.34097752759243216,6.2121056359221e-06,6749.246897776554
04/01/2025 23:10,1,Make-Up Artist,6,150000,150000,"Salary, Commission",pension,Yes,no,0.0,0.0,20500.0,115000.0,No,14500,"20,000",35,9.666666667,General Finance,Consult a financial advisor,0.0,0.10701107,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",20500.0,115000.0,0.0020507475506806243,0.3182192801766188,3.840714342447322e-06,1865.5577238865387
10/01/2025 19:40,1,lawyer,4,15000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,40000.0,118000.0,No,2000,60000,27,1.25,General Finance,Consult a financial advisor,0.0,0.012658228,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",40000.0,118000.0,0.002146494002114827,0.26718741446926475,1.8983654494877955e-06,4.1988620815959115
30/12/2024 12:37,1,storekeeper,3,110000,400000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,81000.0,153500.0,No,165500,280 000,41,41.375,General Finance,Consult a financial advisor,0.0,0.70575693,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",81000.0,153500.0,0.034388537534415384,0.5063702328130697,8.580783593583982e-07,147773.82705967317
30/12/2024 12:59,1,E-Commerce Manager,2,130000,180000,"Salary, Pension",pension,Yes,no,0.0,0.0,39000.0,74500.0,No,66500,"80,000",49,36.94444444,General Finance,Consult a financial advisor,0.0,0.585903084,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",39000.0,74500.0,0.02114132244226627,0.4549313562880763,2.0961045985307272e-06,42294.26677324316
30/12/2024 12:34,1,Expert Shop Assistant,4,120000,210000,"Salary, Freelancing",,Yes,no,0.0,0.0,72000.0,112000.0,No,26000,90 000,53,12.38095238,General Finance,Consult a financial advisor,0.0,0.141304348,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",72000.0,112000.0,0.003728910625506223,0.3835827480399209,4.1078448655659747e-07,4100.72578653855
10/01/2025 19:40,0,,3,280000,300000,"Salary, Pension",,Yes,no,0.0,0.0,78000.0,186500.0,No,35500,30000,27,11.83333333,General Finance,Consult a financial advisor,0.0,0.134215501,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",78000.0,186500.0,0.0023925576173960445,0.27934509855595097,1.145501434230216e-06,5040.325147839027
30/12/2024 13:03,1,Internal Auditor,4,75000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,32000.0,104000.0,No,24000,70000,43,15.0,General Finance,Consult a financial advisor,0.0,0.176470588,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",32000.0,104000.0,0.007718899294601836,0.3781188494271117,2.342486964659554e-06,3639.150109387888
30/12/2024 12:37,1,Agricultural Engineer,4,300000,340000,"Salary, Commission, Investments",pension,Yes,no,0.0,0.0,63000.0,254000.0,No,23000,25 000,23,6.764705882,General Finance,Consult a financial advisor,0.0,0.072555205,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",63000.0,254000.0,0.001224796748969679,0.24674905859594126,1.2621394504237891e-06,1922.6068496167181
29/12/2024 17:15,1,storekeeper,2,140000,220000,"Salary, Investments, Self-owned business",,Yes,no,0.0,0.0,44000.0,95500.0,No,80500,80000,23,36.59090909,General Finance,Consult a financial advisor,0.0,0.577060932,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",44000.0,95500.0,0.01881301011185335,0.35562624997048675,3.3144521735254567e-06,37529.6051063411
04/01/2025 23:06,0,none,3,180000,350000,"Salary, Investments, Commission",,No,no,0.0,0.0,49000.0,283000.0,No,18000,60 000,22,5.142857143,General Finance,Consult a financial advisor,0.0,0.054216867,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",49000.0,283000.0,0.0021536959090305455,0.24254773045242312,2.14057748814829e-06,1285.3573307003885
30/12/2024 12:48,1,Supervisor,2,55000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,15500.0,128000.0,No,26500,30 000,55,15.58823529,General Finance,Consult a financial advisor,0.0,0.18466899,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",15500.0,128000.0,0.029520136099165855,0.46528150819989555,4.749440657978957e-06,5198.353943327401
30/12/2024 12:59,1,Forman (Government),4,50000,180000,"Freelancing, Brand endorsements",,No,no,0.0,0.0,39500.0,123500.0,No,17000,65000,24,9.444444444,General Finance,Consult a financial advisor,0.0,0.104294479,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",39500.0,123500.0,0.006113148087123465,0.27766887162467796,2.3148881542794024e-06,843.5675307488827
04/01/2025 22:47,1,Workshop manager,3,160000,180000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,14000.0,158000.0,No,8000,"80,000",46,4.444444444,General Finance,Consult a financial advisor,0.0,0.046511628,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",14000.0,158000.0,0.0023951793780615485,0.3491272789771856,7.91993124018826e-06,715.099168923419
30/12/2024 12:59,1,Vehicle Body Repairer,4,125000,200000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,37000.0,145000.0,No,18000,60 000,29,9.0,General Finance,Consult a financial advisor,0.0,0.098901099,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",37000.0,145000.0,0.0030056954605395796,0.2931770756744938,2.622920276523937e-06,1796.3588264658856
30/12/2024 12:44,0,,3,170000,170000,"Salary, Investments, Rental income",pension,Yes,no,0.0,0.0,34500.0,111000.0,No,24500,200000,35,14.41176471,General Finance,Consult a financial advisor,0.0,0.16838488,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",34500.0,111000.0,0.004221151103057642,0.3254484912485098,3.373279456348846e-06,4418.195941306635
04/01/2025 23:06,1,retail store,4,130000,350000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,84000.0,215500.0,No,50500,"30,000",20,14.42857143,General Finance,Consult a financial advisor,0.0,0.168614357,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",84000.0,215500.0,0.004973712363112774,0.2600399552750411,8.068500946507944e-07,7595.603297784978
13/12/2024 14:46,1,Vehicle Body Repairer,4,160000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,23000.0,128500.0,No,18500,70000,36,10.88235294,General Finance,Consult a financial advisor,0.0,0.122112211,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",23000.0,128500.0,0.0032997716475595402,0.3263977674266426,4.797172011244624e-06,2891.4833122879336
,1,Sound Engineer,4,90000,200000,"Salary, Freelancing",Studio projects,Yes,no,0.0,0.0,16000.0,174000.0,No,10000,"70,000",44,5.0,General Finance,Consult a financial advisor,0.0,0.052631579,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",16000.0,174000.0,0.00378042493391084,0.3525624305647304,5.766801745648609e-06,827.4653747082841
30/12/2024 12:23,1,Internal Auditor,4,130000,350000,"Salary, Freelancing",pension,Yes,no,0.0,0.0,68000.0,169000.0,No,113000,500000,28,32.28571429,General Finance,Consult a financial advisor,0.0,0.476793249,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",68000.0,169000.0,0.014330380632449582,0.40329204337025537,1.1648166231450295e-06,59519.68918843215
13/12/2024 14:38,1,Quantity surveyor,3,140000,220000,"Salary, Freelancing",,Yes,no,0.0,0.0,64000.0,150500.0,Noo,5500,65 000,37,2.5,General Finance,Consult a financial advisor,0.0,0.025641026,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",64000.0,150500.0,0.0008330735241488198,0.31478612745906187,1.1881414957307283e-06,153.15046199159104
04/01/2025 23:39,1,Teacher,2,170000,170000,"Salary, Investments, Self-owned business",pension,Yes,no,0.0,0.0,29000.0,83000.0,No,58000,70 000,22,34.11764706,General Finance,Consult a financial advisor,0.0,0.517857143,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",29000.0,83000.0,0.013238808126549139,0.3151452532021693,6.0892402068251435e-06,23571.28453038517
04/01/2025 23:10,1,Sales executive,4,140000,150000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,19500.0,126000.0,No,4500,20000,56,3.0,General Finance,Consult a financial advisor,0.0,0.030927835,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",19500.0,126000.0,0.0010608028547844613,0.37022092106935073,2.019134147911592e-06,213.1615924849412
,1,Account Manager,4,100000,200000,"Salary, Commission",Client bonuses,Yes,no,0.0,0.0,26000.0,98000.0,No,76000,70 000,31,38.0,General Finance,Consult a financial advisor,0.0,0.612903226,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",26000.0,98000.0,0.020116690630616108,0.47910567247566105,4.598166197966738e-06,44129.31051885979
30/12/2024 12:59,1,Supervisor,3,1500000,1700000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,253000.0,358000.0,No,1089000,90 000,28,64.05882353,General Finance,Consult a financial advisor,0.0,1.782324059,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",253000.0,358000.0,0.009421756704248517,0.5176285943274754,2.3973494999845533e-07,3159554.3612369443
04/01/2025 23:53,1,Workshop manager,1,50000,50000,"Salary, Commission, Investments",,Yes,yes,7500.0,21500.0,0.0,0.0,No,21000,"15,000",38,42.0,General Finance,Consult a financial advisor,0.0,0.724137931,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",0.0,0.0,4.603848311360278,1.0763680040224932,28648622.732096396,93491194.40149353
10/01/2025 19:40,1,software engineer,5,180000,210000,Freelancing,pension,Yes,no,0.0,0.0,19000.0,188500.0,No,2500,"8,000",46,1.19047619,General Finance,Consult a financial advisor,0.0,0.012048193,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",19000.0,188500.0,0.0003829840645536638,0.34309218166504285,3.260154341534648e-06,58.78053951595665
30/12/2024 12:30,1,Retired production manager,2,170000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,0.0,0.0,35000.0,73500.0,Yes,61500,80000,43,36.17647059,General Finance,Consult a financial advisor,0.0,0.566820276,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",35000.0,73500.0,0.015358990052041247,0.4151365426697256,3.329958096792474e-06,37562.33647731378
19/12/2024 15:44,1,Senior insurance Executive,3,65000,100000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,19000.0,80500.0,No,500,15 000,32,0.5,General Finance,Consult a financial advisor,0.0,0.005025126,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",19000.0,80500.0,0.0002676676219134508,0.2896615311728792,6.6983062487592165e-06,1.6458075986879805
30/12/2024 12:18,1,storekeeper,4,140000,240000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,62000.0,174000.0,No,4000,200000,39,1.666666667,General Finance,Consult a financial advisor,0.0,0.016949153,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",62000.0,174000.0,0.0004976264501105997,0.32137589083223156,9.493017504687535e-07,81.19761975784546
04/01/2025 22:47,1,Senior project Manager,3,130000,500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,93000.0,239000.0,No,168000,25000,59,33.6,General Finance,Consult a financial advisor,0.0,0.506024096,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",93000.0,239000.0,0.02881252481510939,0.5318358727903069,2.1205051005030284e-07,154533.13383301554
04/01/2025 22:30,1,Structural design engineer,2,60000,130000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,0.0,0.0,25000.0,87500.0,No,17500,15 000,51,13.46153846,General Finance,Consult a financial advisor,0.0,0.155555556,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",25000.0,87500.0,0.013616497664811194,0.39613734769562964,3.229830203785862e-06,2097.2641915226186
04/01/2025 23:39,1,Deputy Shop Manager,4,150000,190000,Salary,pension,Yes,no,0.0,0.0,73000.0,108000.0,No,9000,50 000,26,4.736842105,General Finance,Consult a financial advisor,0.0,0.049723757,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",73000.0,108000.0,0.0008712093462383696,0.26234281365099804,9.51726544588404e-07,357.2482954006397
30/12/2024 12:34,1,Compliance Specialist,4,600000,950000,"Salary, Pension",pension,No,no,0.0,0.0,81000.0,322500.0,No,546500,20 000,45,57.52631579,General Finance,Consult a financial advisor,0.0,1.354399009,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",81000.0,322500.0,0.01757747042260068,0.7214094934303196,6.672004126201029e-07,2061005.0806703682
10/01/2025 20:10,1,Quality Inspector,3,120000,260000,"Salary, Business profits",pension,Yes,no,0.0,0.0,71000.0,103500.0,yes,85500,80000,32,32.88461538,General Finance,Consult a financial advisor,0.0,0.489971347,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",71000.0,103500.0,0.014852694652167436,0.3867832058903569,1.2668389491514743e-06,39704.420076102746
04/01/2025 22:30,1,Bookmaker,3,70000,110000,"Salary, Pension",pension,Yes,no,0.0,0.0,17000.0,87500.0,No,5500,30 000,20,5.0,General Finance,Consult a financial advisor,0.0,0.052631579,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",17000.0,87500.0,0.002561177024678155,0.2246709688835085,9.187229148838192e-06,160.22277893439252
10/01/2025 19:40,1,assistant ,3,375000,375000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,0.0,0.0,87000.0,165000.0,No,123000,"60,000",54,32.8,General Finance,Consult a financial advisor,0.0,0.488095238,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",87000.0,165000.0,0.007203447127458857,0.42895842710731164,3.920246398484963e-07,87912.71637877949
30/12/2024 12:59,1,Complaints Dept. Clerk,4,130000,520000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,44000.0,264500.0,No,211500,"30,000",55,40.67307692,General Finance,Consult a financial advisor,0.0,0.685575365,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",44000.0,264500.0,0.04185761607440108,0.7311443494976466,7.860802375600352e-07,335400.56997711986
10/01/2025 19:43,1,Teacher,2,140000,420000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,82000.0,236500.0,No,101500,"40,000",22,24.16666667,General Finance,Consult a financial advisor,0.0,0.318681319,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",82000.0,236500.0,0.017622794297986053,0.33035511120730265,1.309689810645891e-06,35083.52658996543
10/01/2025 19:40,1,Postmaster,4,160000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,31000.0,101000.0,No,58000,"150,000",58,30.52631579,General Finance,Consult a financial advisor,0.0,0.439393939,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",31000.0,101000.0,0.00997212016522455,0.4566607547037297,9.613890027573984e-07,35120.80218278153
04/01/2025 22:47,1,Warehouse Manager,4,150000,240000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,24000.0,178000.0,No,38000,"90,000",20,15.83333333,General Finance,Consult a financial advisor,0.0,0.188118812,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",24000.0,178000.0,0.006040531978633517,0.27207632279643923,5.054638372128865e-06,7923.541782427297
10/01/2025 19:40,1,retail store,3,130000,370000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,41000.0,286500.0,No,42500,50000,24,11.48648649,General Finance,Consult a financial advisor,0.0,0.129770992,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",41000.0,286500.0,0.007904235551141829,0.2992830859044966,2.864129322575082e-06,7732.1863033536765
10/01/2025 19:40,0,,2,160000,160000,"Salary, Commission",,Yes,no,0.0,0.0,23500.0,127500.0,No,9000,15 000,25,5.625,General Finance,Consult a financial advisor,0.0,0.059602649,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",23500.0,127500.0,0.0023859842746144326,0.25752887970331584,7.579472994611528e-06,539.1261720203241
04/01/2025 23:10,1,University Lecturer,2,130000,140000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,24500.0,68500.0,No,47000,300 000,55,33.57142857,General Finance,Consult a financial advisor,0.0,0.505376344,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",24500.0,68500.0,0.018651552406696838,0.45156992320666484,2.673831747304877e-06,26918.216955806267
04/01/2025 23:06,0,Retired,4,75000,220000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,47000.0,90500.0,No,82500,"85,000",56,37.5,General Finance,Consult a financial advisor,0.0,0.6,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",47000.0,90500.0,0.024760676174355276,0.5174621824473752,6.226936041944218e-07,46337.6196471137
04/01/2025 23:06,1,Chemical Engineer,2,150000,450000,"Salary, Self-owned business",,Yes,no,0.0,0.0,88000.0,234500.0,No,127500,65000,29,28.33333333,General Finance,Consult a financial advisor,0.0,0.395348837,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",88000.0,234500.0,0.02222812819975242,0.3939860395214928,1.1860543543155464e-06,67434.52181710122
27/12/2024 11:58,1,Draftsman,4,70000,140000,Salary,,No,no,0.0,0.0,20000.0,110500.0,No,9500,60000,37,6.785714286,General Finance,Consult a financial advisor,0.0,0.072796935,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",20000.0,110500.0,0.0038993083462880904,0.3293250262125226,5.370143598441922e-06,602.5284502548718
14/12/2024 15:28,1,Personal Manager,3,140000,190000,"Investments (fixed deposits, stocks etc), Salary",,No,no,0.0,0.0,16000.0,124000.0,No,50000,100000,49,26.31578947,General Finance,Consult a financial advisor,0.0,0.357142857,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",16000.0,124000.0,0.01663825405285244,0.4677433648991376,6.156036851856905e-06,30055.279159955597
30/12/2024 13:03,1,Stagehand,4,130000,190000,"Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,36000.0,123500.0,No,30500,60 000,20,16.05263158,General Finance,Consult a financial advisor,0.0,0.191222571,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",36000.0,123500.0,0.004509616839870074,0.25304875439561314,2.786158268094133e-06,4427.0065648809405
04/01/2025 22:30,1,Draftsperson,2,160000,240000,"Salary, Investments, Freelancing",Bridal contracts,Yes,no,0.0,0.0,44000.0,129500.0,No,66500,"25,000",32,27.70833333,General Finance,Consult a financial advisor,0.0,0.383285303,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",44000.0,129500.0,0.014718254803369222,0.3728307161877833,3.149862939835895e-06,28686.34446355484
30/12/2024 13:03,1,University Lecturer,2,120000,1800000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,144000.0,153000.0,No,1503000,400000,51,83.5,General Finance,Consult a financial advisor,0.0,5.060606061,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",144000.0,153000.0,3.796512883988829,1.0027907433476309,2.971433595832332e-07,13857907.373334745
30/12/2024 12:48,1,lawyer,5,140000,140000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,0.0,0.0,13500.0,105000.0,No,21500,"85,000",38,15.35714286,General Finance,Consult a financial advisor,0.0,0.181434599,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",13500.0,105000.0,0.0047733216718268716,0.3508316928707808,8.081764544361378e-06,5336.069384599805
30/12/2024 12:48,1,Draftsman,2,160000,200000,"Salary, Pension",pension,Yes,no,0.0,0.0,16000.0,166500.0,No,17500,"200,000",23,8.75,General Finance,Consult a financial advisor,0.0,0.095890411,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",16000.0,166500.0,0.005527688576316019,0.25812556943436027,1.3261674749258993e-05,2210.612641607956
27/12/2024 20:51,1,Mechatronics Technician,3,140000,350000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,0.0,0.0,96000.0,151500.0,No,102500,80 000,33,29.28571429,General Finance,Consult a financial advisor,0.0,0.414141414,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",96000.0,151500.0,0.01345059596723806,0.38367232508178667,8.055429176516726e-07,49129.27850278014
30/12/2024 12:26,1,senior graduate teacher,2,1000000,1000000,"Salary, Investments, Commission",pension,Yes,no,0.0,0.0,106000.0,374500.0,No,519500,85000,22,51.95,General Finance,Consult a financial advisor,0.0,1.081165453,"NSB Savings Plans, SLIC Life + Investment Hybrid, Recurring Deposits",106000.0,374500.0,0.012503754248401656,0.44471315731090727,1.027501088970588e-06,659278.4128085066
04/01/2025 23:39,1,Material Engineer,3,15000,140000,Salary,,Yes,no,0.0,0.0,10000.0,124500.0,No,5500,500000,36,3.928571429,General Finance,Consult a financial advisor,0.0,0.040892193,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",10000.0,124500.0,0.016423353675537856,0.3482763714071912,1.575104634255122e-05,70.69217861875488
30/12/2024 12:59,1,Window Dresser,3,150000,400000,"Freelancing, Brand endorsements",pension,Yes,no,0.0,0.0,47000.0,255000.0,No,98000,65 000,41,24.5,General Finance,Consult a financial advisor,0.0,0.324503311,"Balanced Mutual Funds, CSE Index Funds, Gold Bonds, PPF, LOLC Wealth Planner",47000.0,255000.0,0.017989895930981912,0.4663407195158798,1.8893216550262175e-06,59791.04024388898
30/12/2024 12:44,1,Chemical Engineer,5,140000,350000,"Freelancing, Brand endorsements",,Yes,no,0.0,0.0,47000.0,270000.0,No,33000,30 000,44,9.428571429,General Finance,Consult a financial advisor,0.0,0.104100946,"Fixed Deposits, Debt Mutual Funds, NSB Smart Saver",47000.0,270000.0,0.004098713376605627,0.37054554112459076,1.0708474809840181e-06,6286.678034592258
27/12/2024 20:57,1,Varnisher,2,150000,200000,"Freelancing, Brand endorsements",,Yes,no,0.0,0.0,60000.0,95000.0,No,45000,40 000,28,22.5,General Finance,Consult a financial advisor,0.0,0.290322581,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",60000.0,95000.0,0.008550844422755924,0.3116677734408084,2.033115959790863e-06,11197.017486648863
30/12/2024 12:23,1,Procurement Specialist,3,125000,160000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,0.0,0.0,39000.0,108000.0,No,13000,70 000,56,8.125,General Finance,Consult a financial advisor,0.0,0.088435374,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",39000.0,108000.0,0.003040686975028282,0.3792503036936505,9.417287452464208e-07,1343.4789142256848
27/12/2024 20:51,1,small grocery shop,4,150000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Bridal contracts,No,no,0.0,0.0,50000.0,130500.0,No,19500,200000,56,9.75,General Finance,Consult a financial advisor,0.0,0.108033241,"NSB Basic Account, Budgeting Tools, Financial Literacy Modules",50000.0,130500.0,0.002728786847609001,0.38290220718307727,5.471280792098755e-07,2737.9168634201656
