Timestamp,Are you employed?,What is your job?,How many people are in your house?,What is your personal income?,What is your total household income?,What categories of income do you currently have?,If u said other please mention what it was,Do you have a vehicle/s?,Do you live alone and cover your own expenses?,"If you live alone, How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly","If you live alone, How much do you spend on basic needs monthly?",If you live with family How much do you spend for unwanted things (entertainment/snacks/leisure ) monthly,If you live with family How much do you spend on basic needs monthly?,How much do you save monthly?,fam total spent,alone total spent,Age,Risk_proxy_returns,age range,"less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90","less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90","less than 5000 18-25, 26–35, 36–45, 46–55, 56–65, 66–75, 76-90",,,,,,,,Advice 2,Advice 3
04/01/2025 23:10,1,University Lecturer,3,55000,200000,"Freelancing, Brand endorsements",pension,No,no,,,37000,141500,21500,"178,500",,20,0.120448179,,,,,,,,,,,,,
30/12/2024 12:37,1,IT Manager,2,140000,280000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,49000,122500,108500,"171,500",,43,0.632653061,,,,,,,,,,,,,
,1,Marketing Manager,3,160000,300000,"Salary, Self-owned business",,Yes,no,,,29000,191000,80000,"220,000",,33,0.363636364,,,,,,,,,,,,,
04/01/2025 23:10,1,Senior project Manager,2,150000,300000,"Salary, Freelancing",pension,Yes,no,,,52000,235000,13000,"287,000",,53,0.045296167,,,,,,,,,,,,,
30/12/2024 12:30,1,trainee merchandiser,4,60000,1800000,"Salary, Commission, Investments",pension,Yes,no,,,267000,307000,1226000,"574,000",,31,2.135888502,,,,,,,,,,,,,
30/12/2024 12:48,1,Chemist,2,15000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,34000,97000,49000,"131,000",,31,0.374045802,,,,,,,,,,,,,
30/12/2024 12:48,1,Financial Advisor,3,140000,190000,"Salary, Commission, Investments",pension,Yes,no,,,28000,98000,64000,"126,000",,33,0.507936508,,,,,,,,,,,,,
04/01/2025 23:10,1,senior chemist,3,120000,250000,"Salary, Investments, Self-owned business",pension,Yes,no,,,19000,159000,72000,"178,000",,23,0.404494382,,,,,,,,,,,,,
13/12/2024 14:43,1,contract construction worker,2,130000,430000,"Salary, Investments",pension,Yes,no,,,67000,185500,177500,"252,500",,26,0.702970297,,,,,,,,,,,,,
29/12/2024 17:15,1,small grocery shop,3,120000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,33000,146000,21000,"179,000",,44,0.117318436,,,,,,,,,,,,,
10/01/2025 19:40,1,Design Engineer,3,180000,370000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,81000,146500,142500,"227,500",,47,0.626373626,,,,,,,,,,,,,
29/12/2024 17:15,1,Process Engineer,3,160000,1300000,"Freelancing, Brand endorsements",pension,Yes,no,,,197000,170500,932500,"367,500",,49,2.537414966,,,,,,,,,,,,,
10/01/2025 19:40,1,assistant ,4,65000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,19000,147000,54000,"166,000",,37,0.325301205,,,,,,,,,,,,,
04/01/2025 22:30,1,contract construction worker,4,140000,200000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,39000,134500,26500,"173,500",,34,0.152737752,,,,,,,,,,,,,
04/01/2025 22:30,1,Senior insurance Executive,4,160000,200000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,35000,128000,37000,"163,000",,49,0.226993865,,,,,,,,,,,,,
30/12/2024 12:44,1,Machine Operator,4,150000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,33500,107000,29500,"140,500",,52,0.209964413,,,,,,,,,,,,,
19/12/2024 14:53,1,Finance Manager,1,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,yes,101000,169000,,,1230000,,"270,000",25,4.555555556,,,,,,,,,,,,,
13/12/2024 14:55,1,Make-Up Artist,4,60000,500000,"Salary, Investments, Self-owned business",pension,Yes,no,,,91000,165500,243500,"256,500",,32,0.949317739,,,,,,,,,,,,,
30/12/2024 12:44,1,lawyer,2,140000,180000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,22500,57500,100000,"80,000",,33,1.25,,,,,,,,,,,,,
04/01/2025 22:30,1,Deputy Shop Manager,4,140000,160000,"Salary, Pension",pension,Yes,no,,,27500,117500,15000,"145,000",,35,0.103448276,,,,,,,,,,,,,
04/01/2025 22:30,1,Draftsman,2,170000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,39500,117500,23000,"157,000",,54,0.146496815,,,,,,,,,,,,,
30/12/2024 12:34,1,Dancer,3,150000,1800000,"Salary, Investments, Self-owned business",pension,Yes,no,,,86000,273500,1440500,"359,500",,31,4.006954103,,,,,,,,,,,,,
30/12/2024 12:59,0,none,2,160000,400000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,66000,183000,151000,"249,000",,20,0.606425703,,,,,,,,,,,,,
30/12/2024 13:03,1,Deputy General Manager (Construction),4,150000,240000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,53000,91000,96000,"144,000",,22,0.666666667,,,,,,,,,,,,,
04/01/2025 23:06,1,lawyer,3,140000,180000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,11000,162000,7000,"173,000",,37,0.040462428,,,,,,,,,,,,,
05/01/2025 00:25,1,Project manager,3,70000,110000,"Salary, Freelancing",,Yes,no,,,16000,80000,14000,"96,000",,38,0.145833333,,,,,,,,,,,,,
30/12/2024 12:23,1,Photographer,2,120000,180000,"Freelancing, Brand endorsements",pension,Yes,no,,,17000,159000,4000,"176,000",,47,0.022727273,,,,,,,,,,,,,
,1,Anti-Money Laundering Specialist,4,95000,220000,Salary,,Yes,no,,,15000,152000,53000,"167,000",,49,0.317365269,,,,,,,,,,,,,
13/12/2024 14:46,1,Senior civil Engineer,3,70000,150000,"Salary, Pension",,No,no,,,20500,104000,25500,"124,500",,24,0.204819277,,,,,,,,,,,,,
30/12/2024 12:37,1,trainee merchandiser,4,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,162000,364500,973500,"526,500",,47,1.849002849,,,,,,,,,,,,,
04/01/2025 22:47,1,Nurse,2,80000,370000,"Salary, Freelancing",pension,Yes,no,,,96000,200500,73500,"296,500",,37,0.247892074,,,,,,,,,,,,,
30/12/2024 12:44,1,Lawer,2,170000,170000,"Salary, Commission, Investments",,Yes,no,,,40000,61500,68500,"101,500",,35,0.674876847,,,,,,,,,,,,,
30/12/2024 12:26,1,Window Dresser,4,130000,350000,Salary,pension,Yes,no,,,59000,249000,42000,"308,000",,34,0.136363636,,,,,,,,,,,,,
10/01/2025 19:40,1,Fashion Designer,3,150000,300000,"Salary, Investments, Rental income",pension,Yes,no,,,18000,219500,62500,"237,500",,57,0.263157895,,,,,,,,,,,,,
29/12/2024 17:12,1,E-Commerce Specialist,2,180000,500000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,71000,180000,249000,"251,000",,20,0.992031873,,,,,,,,,,,,,
30/12/2024 12:30,0,,4,110000,520000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,60000,199000,261000,"259,000",,25,1.007722008,,,,,,,,,,,,,
30/12/2024 12:37,1,small grocery shop,5,1500000,1680000,"Salary, Pension",,Yes,no,,,283000,430000,967000,"713,000",,48,1.356241234,,,,,,,,,,,,,
30/12/2024 12:37,0,,4,120000,200000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,80000,84500,35500,"164,500",,56,0.215805471,,,,,,,,,,,,,
27/12/2024 20:54,0,,2,150000,200000,"Salary, Freelancing",,Yes,no,,,30000,154500,15500,"184,500",,53,0.08401084,,,,,,,,,,,,,
10/01/2025 19:40,1,Key Account Manager,4,200000,350000,"Investments (fixed deposits, stocks etc), Salary",,No,no,,,44000,175000,131000,"219,000",,49,0.598173516,,,,,,,,,,,,,
30/12/2024 12:30,1,Stock Broker,1,110000,110000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,yes,17500,46500,,,46000,,"64,000",21,0.71875,,,,,,,,,,,,,
27/12/2024 20:51,1,Supervisor,4,130000,180000,"Salary, Commission",pension,Yes,no,,,12000,164000,4000,"176,000",,45,0.022727273,,,,,,,,,,,,,
04/01/2025 22:30,1,Vehicle Body Repairer,2,125000,200000,"Salary, Commission, Investments",pension,Yes,no,,,52000,138500,9500,"190,500",,38,0.049868766,,,,,,,,,,,,,
30/12/2024 12:37,1,Doctor,2,80000,180000,Freelancing,pension,Yes,no,,,24000,89000,67000,"113,000",,44,0.592920354,,,,,,,,,,,,,
04/01/2025 23:06,1,Civil Engineer,4,140000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,46000,118000,56000,"164,000",,25,0.341463415,,,,,,,,,,,,,
04/01/2025 23:46,1,Senior civil Engineer,3,160000,1800000,"Salary, Commission, Investments",pension,Yes,no,,,285000,162000,1353000,"447,000",,23,3.026845638,,,,,,,,,,,,,
30/12/2024 12:26,1,Fashion Designer,2,160000,200000,"Salary, Pension",,Yes,no,,,68000,90500,41500,"158,500",,29,0.261829653,,,,,,,,,,,,,
30/12/2024 12:37,1,Draftsperson,5,125000,160000,"Freelancing, Brand endorsements",pension,Yes,no,,,26500,120000,13500,"146,500",,29,0.092150171,,,,,,,,,,,,,
04/01/2025 23:10,1,Workshop manager,3,160000,160000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,25000,105000,30000,"130,000",,25,0.230769231,,,,,,,,,,,,,
30/12/2024 13:03,1,Electrical Engineering Tech,3,250000,380000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,46000,155000,179000,"201,000",,26,0.890547264,,,,,,,,,,,,,
30/12/2024 13:03,1,software engineer,3,55000,110000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,No,no,,,9500,93500,7000,"103,000",,22,0.067961165,,,,,,,,,,,,,
30/12/2024 12:44,1,assistant ,3,120000,270000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,41000,143000,86000,"184,000",,28,0.467391304,,,,,,,,,,,,,
04/01/2025 22:30,1,Sales executive,2,70000,240000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,22000,138000,80000,"160,000",,52,0.5,,,,,,,,,,,,,
30/12/2024 12:37,1,Dancer,4,200000,200000,"Salary, Business profits",,Yes,no,,,28000,154000,18000,"182,000",,49,0.098901099,,,,,,,,,,,,,
29/12/2024 17:00,1,software engineer,6,160000,160000,"Salary, Investments, Rental income",pension,Yes,no,,,39500,86000,34500,"125,500",,58,0.274900398,,,,,,,,,,,,,
30/12/2024 13:03,1,Technical officer,3,200000,300000,Salary,pension,Yes,no,,,19000,120500,160500,"139,500",,42,1.150537634,,,,,,,,,,,,,
30/12/2024 12:48,1,University Lecturer,1,160000,160000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,yes,15000,35000,,,110000,,"50,000",36,2.2,,,,,,,,,,,,,
30/12/2024 12:23,1,General manager,4,130000,260000,"Freelancing, Brand endorsements",pension,Yes,no,,,64000,158000,38000,"222,000",,49,0.171171171,,,,,,,,,,,,,
19/12/2024 15:18,1,Complaints Dept. Clerk,2,600000,800000,"Salary, Commission, Investments",pension,Yes,no,,,86000,216000,498000,"302,000",,42,1.649006623,,,,,,,,,,,,,
29/12/2024 17:15,1,Financial Advisor,4,160000,160000,"Freelancing, Brand endorsements",pension,No,no,,,21000,88000,51000,"109,000",,37,0.467889908,,,,,,,,,,,,,
30/12/2024 12:23,1,Fashion Designer,4,150000,220000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,75000,128000,17000,"203,000",,54,0.083743842,,,,,,,,,,,,,
30/12/2024 12:34,1,Internal Auditor,4,130000,650000,Salary,pension,Yes,no,,,87000,345000,218000,"432,000",,51,0.50462963,,,,,,,,,,,,,
30/12/2024 12:23,1,software engineer,4,80000,190000,"Salary, Commission",pension,Yes,no,,,54000,85000,51000,"139,000",,32,0.366906475,,,,,,,,,,,,,
30/12/2024 12:23,1,Window Dresser,3,70000,140000,"Salary, Investments, Rental income",pension,No,no,,,27500,83000,29500,"110,500",,54,0.266968326,,,,,,,,,,,,,
13/12/2024 14:46,1,Senior insurance Executive,4,200000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,56000,112500,31500,"168,500",,42,0.18694362,,,,,,,,,,,,,
04/01/2025 23:10,1,Compliance Specialist,4,110000,600000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,95000,195000,310000,"290,000",,39,1.068965517,,,,,,,,,,,,,
29/12/2024 17:00,1,Key Account Manager,2,130000,140000,"Freelancing, Brand endorsements",pension,Yes,no,,,21000,71500,47500,"92,500",,22,0.513513514,,,,,,,,,,,,,
30/12/2024 13:03,1,Expert Shop Assistant,2,55000,650000,"Investments (fixed deposits, stocks etc), Salary",Consulting,Yes,no,,,124000,330500,195500,"454,500",,43,0.430143014,,,,,,,,,,,,,
,1,Process Engineer,4,140000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,10500,126500,13000,"137,000",,21,0.094890511,,,,,,,,,,,,,
05/01/2025 00:18,1,Sales representative,2,1500000,1500000,"Freelancing, Brand endorsements",pension,No,no,,,80000,198000,1222000,"278,000",,46,4.395683453,,,,,,,,,,,,,
10/01/2025 20:23,1,Supervisor,4,150000,200000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,24000,145000,31000,"169,000",,54,0.183431953,,,,,,,,,,,,,
30/12/2024 12:37,1,Teacher,2,250000,330000,"Salary, Investments, Rental income",pension,Yes,no,,,93000,92000,145000,"185,000",,41,0.783783784,,,,,,,,,,,,,
30/12/2024 12:18,1,senior graduate teacher,2,1500000,2000000,"Salary, Freelancing",pension,Yes,no,,,120000,331000,1549000,"451,000",,33,3.4345898,,,,,,,,,,,,,
04/01/2025 23:10,1,Teacher,3,120000,120000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,12000,101000,7000,"113,000",,39,0.061946903,,,,,,,,,,,,,
30/12/2024 12:23,1,Lighting Technician,4,130000,150000,Salary,pension,Yes,no,,,37500,85500,27000,"123,000",,43,0.219512195,,,,,,,,,,,,,
30/12/2024 12:34,1,Sales executive,3,55000,270000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,35000,194000,41000,"229,000",,57,0.179039301,,,,,,,,,,,,,
04/01/2025 23:10,1,Branch Director,2,140000,900000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,191000,192500,516500,"383,500",,49,1.346805737,,,,,,,,,,,,,
10/01/2025 19:40,1,Chemical Engineer,2,250000,420000,"Salary, Commission",pension,Yes,no,,,91000,206500,122500,"297,500",,21,0.411764706,,,,,,,,,,,,,
30/12/2024 12:48,1,trainee merchandiser,3,150000,150000,"Investments (fixed deposits, stocks etc), Salary",pension,No,no,,,19500,92000,38500,"111,500",,26,0.34529148,,,,,,,,,,,,,
30/12/2024 12:48,1,Structural design engineer,5,140000,160000,Salary,,Yes,no,,,24500,89500,46000,"114,000",,22,0.403508772,,,,,,,,,,,,,
30/12/2024 12:30,1,Draftsperson,5,170000,280000,"Salary, Business profits",pension,Yes,no,,,68000,209000,3000,"277,000",,48,0.010830325,,,,,,,,,,,,,
27/12/2024 20:51,1,senior chemist,3,170000,220000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,47000,141000,32000,"188,000",,22,0.170212766,,,,,,,,,,,,,
10/01/2025 19:40,1,merchandiser,2,170000,450000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,66000,109500,274500,"175,500",,29,1.564102564,,,,,,,,,,,,,
14/12/2024 15:23,1,Technologist,2,140000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,37000,84000,49000,"121,000",,25,0.404958678,,,,,,,,,,,,,
10/01/2025 19:40,1,Structural design engineer,3,15000,150000,"Salary, Pension",pension,Yes,no,,,25000,85500,39500,"110,500",,59,0.357466063,,,,,,,,,,,,,
13/12/2024 14:38,1,storekeeper,3,1500000,1500000,"Salary, Commission, Investments",,Yes,no,,,181000,191500,1127500,"372,500",,45,3.026845638,,,,,,,,,,,,,
29/12/2024 17:00,1,storekeeper,2,140000,170000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,18000,104500,47500,"122,500",,40,0.387755102,,,,,,,,,,,,,
30/12/2024 12:37,1,Fashion Designer,4,1500000,1500000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,164000,338500,997500,"502,500",,48,1.985074627,,,,,,,,,,,,,
30/12/2024 12:23,1,Customer Rel. Manager,2,170000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,12000,77000,91000,"89,000",,52,1.02247191,,,,,,,,,,,,,
10/01/2025 19:40,1,Project Manager,3,180000,180000,Salary,,No,no,,,14000,156500,9500,"170,500",,46,0.055718475,,,,,,,,,,,,,
10/01/2025 19:40,1,Repairer,4,200000,200000,"Salary, Self-owned business",pension,Yes,no,,,39000,152500,8500,"191,500",,37,0.044386423,,,,,,,,,,,,,
27/12/2024 20:54,1,software engineer,4,70000,180000,"Freelancing, Brand endorsements",pension,Yes,no,,,34500,112500,33000,"147,000",,23,0.224489796,,,,,,,,,,,,,
30/12/2024 12:26,1,Key Account Manager,3,150000,150000,"Salary, Investments, Freelancing",pension,Yes,no,,,22500,81000,46500,"103,500",,46,0.449275362,,,,,,,,,,,,,
30/12/2024 12:59,1,IT Manager,4,180000,280000,"Salary, Pension",,Yes,no,,,29000,135500,115500,"164,500",,34,0.70212766,,,,,,,,,,,,,
30/12/2024 13:03,1,Teacher,4,125000,750000,"Salary, Pension",pension,Yes,no,,,163000,268500,318500,"431,500",,44,0.738122827,,,,,,,,,,,,,
30/12/2024 13:03,1,Forman (Government),4,250000,250000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,26000,171500,52500,"197,500",,52,0.265822785,,,,,,,,,,,,,
30/12/2024 12:37,1,General manager,3,1500000,1500000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,235000,393000,872000,"628,000",,48,1.388535032,,,,,,,,,,,,,
10/01/2025 19:40,1,assistant ,2,120000,190000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,71000,60500,58500,"131,500",,39,0.44486692,,,,,,,,,,,,,
25/12/2024 13:52,1,Baker,2,70000,450000,"Salary, Freelancing",,Yes,no,,,92000,195000,163000,"287,000",,56,0.567944251,,,,,,,,,,,,,
30/12/2024 12:59,1,E-Commerce Specialist,3,140000,140000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,13000,117000,10000,"130,000",,49,0.076923077,,,,,,,,,,,,,
30/12/2024 12:37,1,Warehouse Manager,3,300000,300000,"Freelancing, Brand endorsements",pension,Yes,no,,,26000,219500,54500,"245,500",,26,0.221995927,,,,,,,,,,,,,
30/12/2024 13:03,1,lawyer,4,150000,290000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,31000,151000,108000,"182,000",,54,0.593406593,,,,,,,,,,,,,
10/01/2025 19:40,1,Window Dresser,2,150000,300000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,42000,88500,169500,"130,500",,52,1.298850575,,,,,,,,,,,,,
04/01/2025 23:53,1,Supervisor,4,140000,240000,"Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,22000,182500,35500,"204,500",,55,0.173594132,,,,,,,,,,,,,
30/12/2024 13:03,0,,2,160000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,16000,147000,7000,"163,000",,48,0.042944785,,,,,,,,,,,,,
30/12/2024 12:23,1,Window Dresser,3,150000,1800000,"Salary, Pension",,Yes,no,,,266000,378000,1156000,"644,000",,40,1.795031056,,,,,,,,,,,,,
27/12/2024 20:51,0,,3,150000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,18500,99500,62000,"118,000",,41,0.525423729,,,,,,,,,,,,,
30/12/2024 13:03,1,lawyer,4,375000,575000,"Salary, Investments, Freelancing",pension,Yes,no,,,44000,233500,297500,"277,500",,35,1.072072072,,,,,,,,,,,,,
10/01/2025 19:40,1,Make-Up Artist,3,170000,240000,"Salary, Investments, Self-owned business",pension,Yes,no,,,48000,113500,78500,"161,500",,48,0.486068111,,,,,,,,,,,,,
10/01/2025 19:43,1,Vehicle Body Repairer,4,15000,220000,"Salary, Investments",,No,no,,,65000,136500,18500,"201,500",,46,0.091811414,,,,,,,,,,,,,
04/01/2025 23:39,1,Draftsperson,5,170000,320000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,99000,210000,11000,"309,000",,31,0.035598706,,,,,,,,,,,,,
30/12/2024 12:23,1,Designer,2,140000,260000,Freelancing,pension,Yes,no,,,28000,81500,150500,"109,500",,31,1.374429224,,,,,,,,,,,,,
30/12/2024 12:18,1,Electrical Engineering Tech,3,130000,170000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,13000,127500,29500,"140,500",,25,0.209964413,,,,,,,,,,,,,
29/12/2024 17:00,1,Warehouse Manager,4,125000,210000,"Investments (fixed deposits, stocks etc), Salary",pension,Yes,no,,,23000,144500,42500,"167,500",,35,0.253731343,,,,,,,,,,,,,
04/01/2025 23:10,1,Resident Engineer,3,140000,1300000,Salary,,Yes,no,,,159000,237500,903500,"396,500",,54,2.278688525,,,,,,,,,,,,,
30/12/2024 13:03,1,Housewife,2,170000,170000,"Salary, Commission, Investments",,Yes,no,,,34000,96500,39500,"130,500",,33,0.302681992,,,,,,,,,,,,,
30/12/2024 12:23,0,,4,140000,220000,"Salary, Investments, Rental income",pension,Yes,no,,,63000,147500,9500,"210,500",,31,0.045130641,,,,,,,,,,,,,
05/01/2025 00:25,1,Window Dresser,2,160000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,22000,84500,73500,"106,500",,28,0.690140845,,,,,,,,,,,,,
30/12/2024 13:03,1,mason,2,150000,280000,Salary,pension,No,no,,,70000,209000,1000,"279,000",,45,0.003584229,,,,,,,,,,,,,
10/01/2025 19:40,1,Chairman ((Government),2,60000,190000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",Private tution ,Yes,no,,,32000,51000,107000,"83,000",,39,1.289156627,,,,,,,,,,,,,
30/12/2024 12:34,1,Structural design engineer,2,130000,180000,Salary,,Yes,no,,,30500,99500,50000,"130,000",,25,0.384615385,,,,,,,,,,,,,
29/12/2024 17:12,1,Environment specialist,4,250000,250000,"Freelancing, Brand endorsements",pension,No,no,,,76000,101500,72500,"177,500",,20,0.408450704,,,,,,,,,,,,,
19/12/2024 15:18,1,Quantity surveyor,4,200000,320000,Salary,,Yes,no,,,78000,127500,114500,"205,500",,32,0.557177616,,,,,,,,,,,,,
,1,Cashier,1,35000,35000,Salary,,No,yes,8000,27000,,,0,,"35,000",29,0,,,,,,,,,,,,,
19/12/2024 14:57,1,Process Manager,1,140000,140000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,yes,23500,78500,,,38000,,"102,000",20,0.37254902,,,,,,,,,,,,,
04/01/2025 23:39,1,Forman (Government),5,70000,450000,"Salary, Investments",pension,No,no,,,90000,329500,30500,"419,500",,54,0.072705602,,,,,,,,,,,,,
04/01/2025 22:30,1,Stock Broker,2,120000,180000,"Salary, Self-owned business",,Yes,no,,,12500,123500,44000,"136,000",,24,0.323529412,,,,,,,,,,,,,
10/01/2025 19:40,1,Warehouse Manager,4,125000,220000,"Salary, Investments, Rental income",,Yes,no,,,56000,154000,10000,"210,000",,29,0.047619048,,,,,,,,,,,,,
30/12/2024 12:30,1,Doctor,3,150000,300000,"Salary, Pension",pension,Yes,no,,,45000,194000,61000,"239,000",,29,0.255230126,,,,,,,,,,,,,
05/01/2025 00:09,1,Teacher,3,180000,300000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,Yes,no,,,74000,172500,53500,"246,500",,30,0.21703854,,,,,,,,,,,,,
04/01/2025 22:30,1,assistant ,3,375000,595000,"Salary, Commission, Investments",pension,Yes,no,,,89000,287000,219000,"376,000",,59,0.582446809,,,,,,,,,,,,,
30/12/2024 12:48,1,E-Commerce Manager,4,300000,300000,"Salary, ",,Yes,no,,,44000,170500,85500,"214,500",,41,0.398601399,,,,,,,,,,,,,
30/12/2024 12:34,1,trainee merchandiser,2,130000,180000,"Investments (fixed deposits, stocks etc), Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,11500,84500,84000,"96,000",,49,0.875,,,,,,,,,,,,,
27/12/2024 20:54,1,merchandiser,5,150000,290000,"Investments (fixed deposits, stocks etc), Salary",,Yes,no,,,61000,187500,41500,"248,500",,50,0.167002012,,,,,,,,,,,,,
30/12/2024 12:48,1,Chemical Lab Technician,2,140000,180000,Salary,pension,Yes,no,,,15000,54500,110500,"69,500",,25,1.589928058,,,,,,,,,,,,,
04/01/2025 23:06,1,Expert Shop Assistant,5,100000,100000,"Salary, Investments, Self-owned business",pension,No,no,,,15500,80500,4000,"96,000",,40,0.041666667,,,,,,,,,,,,,
04/01/2025 22:47,1,Workshop manager,3,120000,180000,Salary,,Yes,no,,,11500,166000,2500,"177,500",,38,0.014084507,,,,,,,,,,,,,
10/01/2025 19:40,1,Workshop manager,5,15000,110000,"Self-owned business, Freelancing",,Yes,no,,,14000,86000,10000,"100,000",,41,0.1,,,,,,,,,,,,,
04/01/2025 23:53,1,University Lecturer,2,130000,430000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",pension,Yes,no,,,100000,177000,153000,"277,000",,22,0.55234657,,,,,,,,,,,,,
13/12/2024 15:15,1,Compliance Specialist,5,170000,170000,"Investments (fixed deposits, stocks etc), Salary, Self owned unofficial business (car rentals, house rentals etc)",,No,no,,,35000,117500,17500,"152,500",,39,0.114754098,,,,,,,,,,,,,
19/12/2024 14:49,1,Tyre Fitter,2,160000,290000,Salary,,Yes,no,,,46000,189000,55000,"235,000",,21,0.234042553,,,,,,,,,,,,,
